area,room,parking,warehouse,elevator,address,price(usd)
51,1,False,True,True,Pirouzi,42500.0
87,2,True,True,True,Pardis,16333.33
116,2,True,True,True,Dehkade Olampic,145000.0
95,2,True,True,True,Jeyhoon,76000.0
75,2,True,True,True,Jeyhoon,75000.0
86,2,True,True,True,Komeil,65933.33
95,2,True,True,True,Punak,140000.0
88,2,True,True,True,Valiasr,67466.67
93,2,True,True,True,Amir Bahador,71300.0
70,2,True,True,True,Amirieh,54333.33
140,3,True,True,True,Saadat Abad,326666.67
81,2,True,True,True,Central Janatabad,133333.33
45,1,False,False,False,Ostad Moein,40000.0
58,1,True,True,False,Punak,63333.33
140,3,True,True,True,Dehkade Olampic,146666.67
100,2,True,True,True,Kook,119333.33
96,2,True,True,True,Azadshahr,125000.0
79,2,True,True,True,East Ferdows Boulevard,95000.0
125,3,True,True,True,Persian Gulf Martyrs Lake,125000.0
75,2,True,True,True,Northern Janatabad,101666.67
145,2,True,True,True,Azadshahr,150000.0
102,2,True,True,False,Railway,150666.67
115,2,True,True,True,Zibadasht,145000.0
140,3,True,True,True,Persian Gulf Martyrs Lake,283333.33
66,1,True,True,True,Punak,110000.0
161,3,True,True,True,Persian Gulf Martyrs Lake,278333.33
102,2,True,True,True,Persian Gulf Martyrs Lake,150000.0
145,4,True,True,True,Persian Gulf Martyrs Lake,170000.0
95,2,True,True,True,Shahr-e-Ziba,99000.0
78,2,True,True,True,Parand,15333.33
90,2,True,True,True,East Ferdows Boulevard,105000.0
66,1,True,True,False,Ostad Moein,36333.33
48,1,True,True,True,Jeyhoon,27000.0
85,2,True,True,True,Shahran,106666.67
63,1,True,True,True,Salsabil,66666.67
105,2,True,True,True,Dehkade Olampic,34500.0
55,1,True,True,False,Komeil,36333.33
103,2,True,True,True,Northern Chitgar,34500.0
155,3,True,True,True,Shahrake Gharb,333333.33
101,2,True,True,True,Southern Chitgar,34500.0
106,2,True,True,False,Islamshahr,41500.0
100,2,True,True,True,Persian Gulf Martyrs Lake,34500.0
77,2,True,True,True,Shahran,88333.33
66,2,True,True,True,Central Janatabad,90000.0
105,3,True,True,True,Shahr-e-Ziba,120000.0
118,2,True,True,True,Shahran,130000.0
151,3,True,True,True,Shahrake Qods,50333.33
86,2,True,True,True,Pardis,16666.67
85,2,True,True,True,Pardis,20000.0
86,2,True,True,True,Pardis,25000.0
86,2,True,True,True,Pardis,20000.0
75,2,True,True,True,Central Janatabad,110000.0
200,3,True,True,True,Farmanieh,666666.67
46,1,True,True,False,Andisheh,15000.0
98,2,True,True,True,Pardis,19000.0
90,2,True,True,True,Zaferanieh,223333.33
70,2,True,True,True,Southern Janatabad,98333.33
40,1,True,True,True,Andisheh,11666.67
58,1,True,True,True,North Program Organization,91666.67
90,2,True,True,True,Amirabad,153000.0
78,2,True,True,True,East Ferdows Boulevard,110000.0
200,3,True,True,True,Niavaran,666666.67
82,2,True,True,True,Dorous,140000.0
115,3,True,True,True,Gheitarieh,249500.0
125,2,True,True,True,Dezashib,375000.0
107,2,True,True,True,Pasdaran,306666.67
55,1,False,True,False,Karoon,28333.33
50,1,True,True,True,Salsabil,50000.0
75,2,True,True,True,Pardis,2000.0
420,5,True,True,False,Andisheh,366666.67
225,4,True,True,False,Andisheh,183333.33
230,3,True,True,True,Heravi,460000.0
147,3,True,True,True,Elahieh,383333.33
97,2,True,True,True,Pardis,30000.0
145,3,True,True,True,Dezashib,410000.0
50,1,True,True,False,Narmak,58333.33
117,2,True,True,True,Heravi,203333.33
72,1,True,True,False,Andisheh,24333.33
161,3,True,True,True,Dorous,433333.33
400,5,True,True,True,Ekhtiarieh,616666.67
230,3,True,True,True,Farmanieh,766666.67
170,3,True,True,True,Heravi,265000.0
58,1,True,True,True,West Ferdows Boulevard,68333.33
57,1,True,True,True,Shahran,65000.0
115,3,True,True,True,Farmanieh,270000.0
50,1,True,True,True,Pirouzi,40000.0
84,2,True,True,False,Parand,28333.33
78,2,False,True,False,Shahrake Qods,19333.33
64,2,True,True,False,Andisheh,32000.0
113,2,True,True,True,Punak,216666.67
175,3,True,True,True,Heravi,315000.0
111,2,True,True,True,Heravi,201666.67
128,3,True,True,True,Heravi,216666.67
200,4,True,True,True,Gheitarieh,466666.67
131,2,True,True,True,Saadat Abad,266000.0
105,3,True,True,True,Heravi,200000.0
61,2,True,True,False,Salsabil,36666.67
140,3,True,True,True,Ozgol,210000.0
185,3,True,True,True,Zargandeh,300000.0
122,2,True,True,True,Saadat Abad,263333.33
69,2,True,True,True,Mirdamad,126500.0
95,2,True,True,True,Punak,223333.33
90,2,True,True,True,Abbasabad,133333.33
57,1,True,True,True,Ostad Moein,53333.33
400,3,True,True,False,Amirabad,66666.67
81,2,True,True,False,Andisheh,36990.0
94,2,True,True,True,Andisheh,41666.67
134,2,True,True,True,Kahrizak,53600.0
74,2,False,False,True,Parand,10500.0
44,1,True,True,False,Andisheh,19500.0
100,2,True,True,True,Qasr-od-Dasht,108333.33
175,3,True,True,True,Shahrake Gharb,310000.0
54,2,True,True,False,Shahran,61666.67
96,2,True,True,True,Amirieh,73666.67
90,2,True,True,True,Karoon,80000.0
90,2,True,True,True,Shahran,105666.67
68,2,False,False,False,Karoon,36666.67
90,2,True,True,True,Shahran,106666.67
97,2,True,True,True,Punak,156666.67
78,2,True,True,False,Punak,91000.0
125,3,True,True,True,Shahran,185000.0
97,2,True,True,True,Farmanieh,198333.33
100,2,True,True,True,Farmanieh,206666.67
63,2,True,True,True,Feiz Garden,70000.0
57,1,True,True,True,Punak,66666.67
80,2,True,True,True,Razi,46333.33
88,2,True,True,True,Razi,52466.67
94,2,True,True,True,Razi,57066.67
109,3,True,True,True,Feiz Garden,141000.0
78,2,True,True,True,Heravi,110000.0
250,3,True,True,True,Niavaran,1083333.33
140,3,True,True,True,Heravi,226666.67
100,2,True,True,True,Pardis,16666.67
95,2,True,True,True,Shahr-e-Ziba,105000.0
85,2,True,True,True,Parand,38333.33
83,2,True,True,True,East Pars,85833.33
100,2,True,True,True,Pasdaran,183333.33
60,2,True,True,True,Pasdaran,115000.0
82,2,True,True,True,Narmak,101666.67
150,3,True,True,True,Beryanak,93333.33
49,1,True,True,False,Islamshahr,15333.33
216,4,True,True,False,Andisheh,190000.0
77,2,False,False,False,Parand,14666.67
63,1,True,True,True,Shahr-e-Ziba,69333.33
125,3,True,True,False,Parand,43333.33
45,1,True,True,True,East Ferdows Boulevard,63333.33
135,3,True,True,True,Qalandari,250000.0
80,2,True,False,True,Qalandari,156666.67
155,3,True,True,True,Gheitarieh,326666.67
125,3,True,True,True,Punak,210000.0
95,2,True,True,True,Qalandari,208333.33
85,2,True,True,True,Qalandari,150000.0
110,2,True,True,True,Qalandari,270000.0
680,5,True,True,False,Ekhtiarieh,2720000.0
63,1,True,True,True,Shahr-e-Ziba,78333.33
60,1,True,True,True,Saadat Abad,120000.0
210,3,True,True,True,Gheitarieh,466666.67
145,3,True,True,True,Gheitarieh,386666.67
171,3,True,True,True,Jordan,296666.67
55,1,True,True,True,East Ferdows Boulevard,61000.0
140,3,True,True,True,Jordan,256666.67
147,3,True,True,True,Jordan,290000.0
83,2,True,True,True,Shahr-e-Ziba,80000.0
105,2,True,True,True,Pardis,17133.33
55,1,True,True,True,East Ferdows Boulevard,66666.67
750,5,True,True,True,Mahmoudieh,2500000.0
62,2,True,True,True,Punak,70000.0
55,1,True,True,True,Persian Gulf Martyrs Lake,63333.33
75,2,True,True,False,West Ferdows Boulevard,65000.0
95,2,True,True,True,West Ferdows Boulevard,140000.0
89,2,True,True,True,Central Janatabad,120666.67
202,3,True,True,True,Air force,249133.33
51,1,True,True,False,Southern Janatabad,57333.33
400,1,True,False,False,Shahedshahr,100000.0
145,3,True,True,True,Punak,253333.33
115,3,True,True,True,Punak,166666.67
130,3,True,True,True,Shahrake Gharb,281666.67
62,1,False,True,False,Qasr-od-Dasht,31666.67
94,2,True,True,True,Shahr-e-Ziba,105333.33
87,2,True,True,True,Pardis,24200.0
51,2,False,True,True,Komeil,35000.0
95,2,True,True,True,Shahr-e-Ziba,95666.67
80,2,True,True,True,Jeyhoon,71666.67
145,3,True,True,True,Punak,143333.33
155,3,True,True,True,Shahrake Gharb,310000.0
88,2,True,True,True,Ekbatan,131333.33
175,3,True,True,True,Gheitarieh,507500.0
94,2,True,True,True,Shahran,156666.67
89,2,True,True,True,Ekhtiarieh,110000.0
62,2,True,True,False,Pasdaran,113333.33
136,3,True,True,True,Punak,251666.67
60,1,True,True,True,Feiz Garden,81666.67
120,3,True,True,True,Southern Janatabad,166666.67
137,3,True,True,True,Pakdasht,58333.33
160,3,True,True,True,Shahrake Gharb,416666.67
110,2,True,True,True,Saadat Abad,293333.33
71,2,True,True,False,Andisheh,31333.33
80,2,True,True,False,Andisheh,37000.0
84,3,True,True,True,Andisheh,53000.0
77,2,True,True,True,Gheitarieh,184800.0
74,2,True,True,True,Shahran,136666.67
130,3,True,True,True,Shahr-e-Ziba,180000.0
70,2,True,True,True,Southern Janatabad,80000.0
75,2,False,True,True,Parand,12966.67
83,2,True,False,True,Pasdaran,166666.67
65,1,True,True,True,Central Janatabad,116666.67
62,1,False,True,False,Qasr-od-Dasht,36666.67
140,3,True,True,True,Southern Chitgar,49466.67
235,3,True,True,True,Gheitarieh,863333.33
102,2,True,True,True,Gheitarieh,270000.0
138,3,True,True,True,Kahrizak,41400.0
49,1,True,True,False,Andisheh,12666.67
250,3,True,True,False,Niavaran,1500000.0
48,1,True,True,False,Salsabil,33166.67
68,2,True,True,False,Pirouzi,51666.67
128,3,True,True,True,Marzdaran,173333.33
60,1,True,True,True,Pirouzi,46000.0
85,2,True,True,True,Northern Janatabad,106666.67
85,2,True,True,True,Islamshahr,18833.33
78,2,True,False,False,Islamshahr,18333.33
38,1,True,True,False,Pirouzi,28333.33
92,2,True,False,True,Pirouzi,92000.0
95,2,True,True,True,Shahran,155000.0
105,3,True,True,True,East Ferdows Boulevard,130000.0
92,2,False,False,True,Pardis,18333.33
76,2,True,True,False,West Ferdows Boulevard,80000.0
85,2,True,True,True,Yaftabad,41666.67
161,3,True,True,True,Gheitarieh,511666.67
50,1,True,False,True,Ray,25000.0
78,2,True,True,True,West Ferdows Boulevard,88333.33
54,1,True,True,True,East Ferdows Boulevard,71666.67
100,2,True,True,True,Shahr-e-Ziba,126666.67
100,2,True,True,True,East Ferdows Boulevard,116666.67
110,3,True,True,True,Jeyhoon,77666.67
57,1,True,True,True,East Ferdows Boulevard,68333.33
63,2,True,True,False,Andisheh,29000.0
100,2,True,True,True,Ostad Moein,120000.0
80,1,False,True,False,Shahrake Qods,18666.67
115,2,True,True,True,East Ferdows Boulevard,140000.0
68,1,True,True,False,West Ferdows Boulevard,65000.0
48,1,True,True,False,West Ferdows Boulevard,63333.33
75,2,True,True,False,West Ferdows Boulevard,81666.67
115,2,True,True,True,Shahran,166666.67
106,2,True,True,True,East Ferdows Boulevard,116666.67
56,1,True,True,True,East Ferdows Boulevard,66000.0
58,1,True,True,True,East Ferdows Boulevard,69333.33
95,2,True,True,True,Central Janatabad,123333.33
50,1,True,True,True,West Ferdows Boulevard,63333.33
60,2,True,True,False,Central Janatabad,70000.0
60,1,True,True,True,East Ferdows Boulevard,64000.0
92,2,True,True,False,Mehran,83333.33
57,1,True,True,True,West Ferdows Boulevard,76666.67
72,2,True,True,False,West Ferdows Boulevard,76666.67
71,2,True,True,False,East Ferdows Boulevard,76000.0
123,2,True,True,True,Northren Jamalzadeh,120000.0
50,1,True,True,True,West Ferdows Boulevard,65000.0
58,1,True,True,True,Shahr-e-Ziba,61666.67
54,1,True,True,True,East Ferdows Boulevard,68333.33
85,2,True,True,True,Shahr-e-Ziba,78333.33
85,2,True,True,True,West Ferdows Boulevard,115000.0
125,3,False,True,True,Nasim Shahr,43333.33
55,1,True,True,True,East Ferdows Boulevard,64000.0
72,2,True,True,True,West Ferdows Boulevard,83333.33
115,2,True,True,True,East Ferdows Boulevard,173333.33
100,2,True,True,True,West Ferdows Boulevard,115000.0
116,2,True,True,True,Persian Gulf Martyrs Lake,139000.0
105,2,True,True,True,Persian Gulf Martyrs Lake,108333.33
60,1,True,True,False,East Ferdows Boulevard,60000.0
53,1,True,True,True,Feiz Garden,70666.67
55,1,True,True,True,East Ferdows Boulevard,59333.33
76,2,True,True,True,East Ferdows Boulevard,75000.0
111,3,True,True,True,Persian Gulf Martyrs Lake,116666.67
77,2,True,True,True,Golestan,71666.67
58,1,True,True,True,East Ferdows Boulevard,62000.0
94,2,True,True,False,Southern Program Organization,106666.67
58,1,True,True,True,Shahr-e-Ziba,62666.67
108,2,True,True,True,Golestan,110000.0
56,1,True,True,True,Feiz Garden,66666.67
84,2,True,True,True,North Program Organization,108333.33
60,2,True,True,True,Azarbaijan,65000.0
53,1,False,True,True,Pardis,15666.67
73,2,True,True,True,Pirouzi,85166.67
73,2,False,False,True,Pirouzi,65666.67
150,3,True,True,True,Pirouzi,170000.0
114,2,True,True,True,Pirouzi,125400.0
53,1,False,True,True,Pardis,18000.0
125,3,True,True,True,Pirouzi,133333.33
145,3,True,True,True,Gheitarieh,454166.67
197,3,True,True,True,Dezashib,623833.33
105,2,True,True,True,Koohsar,133333.33
135,3,True,True,True,Tenant,135000.0
137,3,True,True,True,Shams Abad,155333.33
90,2,True,True,False,Central Janatabad,106666.67
125,2,True,True,True,Southern Janatabad,220833.33
175,3,True,True,True,Gheitarieh,516666.67
52,1,True,True,True,East Ferdows Boulevard,76666.67
110,3,True,True,True,Persian Gulf Martyrs Lake,103333.33
112,2,True,False,True,Persian Gulf Martyrs Lake,110000.0
65,2,True,True,True,Shahran,71666.67
48,1,True,True,True,Andisheh,13333.33
105,2,True,True,True,Persian Gulf Martyrs Lake,93333.33
56,1,True,True,True,Shahr-e-Ziba,74666.67
108,2,True,True,True,Golestan,63333.33
78,2,True,True,True,Southern Janatabad,97333.33
85,2,True,True,True,Parand,17333.33
105,2,True,True,True,Pardis,17833.33
145,3,True,True,True,Saadat Abad,366666.67
145,3,True,True,True,Punak,299666.67
140,3,True,True,True,Punak,206666.67
66,2,True,True,True,Ostad Moein,52666.67
150,2,False,True,True,Chardangeh,40000.0
98,2,True,True,True,Central Janatabad,149333.33
108,2,True,True,True,Persian Gulf Martyrs Lake,111666.67
95,2,True,True,True,Ostad Moein,86666.67
64,1,False,False,True,Fallah,30000.0
75,1,True,False,True,Fallah,62500.0
90,2,True,True,True,Persian Gulf Martyrs Lake,83333.33
93,2,True,True,True,Fallah,50333.33
148,3,True,True,True,Persian Gulf Martyrs Lake,191666.67
64,1,False,True,False,Eskandari,35000.0
114,2,True,True,True,Persian Gulf Martyrs Lake,120000.0
107,2,True,True,True,Persian Gulf Martyrs Lake,116666.67
113,2,True,True,True,Persian Gulf Martyrs Lake,109000.0
115,2,True,True,True,Gheitarieh,246666.67
115,2,True,True,True,Persian Gulf Martyrs Lake,120000.0
120,2,True,True,True,Gholhak,280000.0
76,2,True,True,True,Central Janatabad,90000.0
106,2,True,True,True,North Program Organization,150666.67
105,2,True,True,True,Gheitarieh,230000.0
87,2,False,False,True,Ray,52333.33
68,2,True,True,True,Ostad Moein,65666.67
70,2,True,True,True,Punak,86000.0
165,3,True,True,True,Ostad Moein,175000.0
365,4,True,True,True,Dorous,1581666.67
175,3,True,True,True,Pasdaran,516666.67
70,2,True,True,True,Saadat Abad,160000.0
165,3,True,True,True,Marzdaran,341000.0
115,2,True,True,True,Central Janatabad,169333.33
93,2,True,False,True,Shahr-e-Ziba,96666.67
181,3,True,True,True,Marzdaran,433333.33
175,3,True,True,True,Marzdaran,379166.67
146,3,True,True,True,Marzdaran,283333.33
135,3,True,True,True,Marzdaran,206666.67
50,1,True,True,True,Southern Program Organization,66000.0
110,2,True,True,True,Pardis,17833.33
108,2,True,True,True,Mahallati,233333.33
121,3,True,True,True,Pardis,20333.33
220,3,True,True,True,Elahieh,1173333.33
240,4,True,True,True,Elahieh,1283333.33
90,2,True,True,True,Shahrakeh Naft,183333.33
117,2,True,True,True,Niavaran,416666.67
142,3,True,True,True,Punak,251666.67
55,1,True,True,False,West Ferdows Boulevard,65000.0
85,2,True,True,True,Shahran,110000.0
162,3,True,True,True,Niavaran,543333.33
100,2,True,True,True,Ajudaniye,216666.67
165,3,True,True,True,Shahrake Gharb,413333.33
150,3,True,True,True,Niavaran,500000.0
83,2,True,True,True,Qazvin Imamzadeh Hassan,48333.33
200,3,True,False,True,West Pars,333333.33
95,2,True,True,True,Abazar,223333.33
82,2,True,True,True,Persian Gulf Martyrs Lake,78333.33
112,3,True,True,True,Shahran,186666.67
96,2,True,True,True,Northern Janatabad,130000.0
86,3,True,True,True,Parand,14166.67
105,2,True,True,True,Pardis,31333.33
115,2,True,True,True,Ostad Moein,109333.33
87,2,True,True,True,Shahr-e-Ziba,100000.0
165,3,True,True,True,Farmanieh,383333.33
135,3,True,True,True,Marzdaran,247500.0
110,2,True,True,True,Feiz Garden,122333.33
80,2,True,True,True,Southern Janatabad,116666.67
66,2,True,True,True,Southern Janatabad,60000.0
88,2,True,True,True,Qazvin Imamzadeh Hassan,51666.67
70,1,True,True,False,Shahrake Qods,29000.0
130,3,True,True,True,Feiz Garden,186666.67
87,2,True,True,True,North Program Organization,100000.0
86,2,True,True,True,Southern Janatabad,150000.0
62,1,True,True,True,Southern Program Organization,80000.0
87,2,True,True,True,Pardis,24166.67
70,2,True,True,True,Southern Janatabad,66666.67
65,2,True,True,True,Southern Janatabad,90000.0
64,2,True,True,True,Southern Janatabad,70000.0
62,2,True,True,True,Southern Janatabad,73333.33
140,3,True,True,True,Gheitarieh,266666.67
125,3,True,True,True,Gheitarieh,236666.67
68,2,True,True,True,Southern Janatabad,70000.0
67,2,True,False,False,West Ferdows Boulevard,73333.33
64,2,True,True,True,Southern Janatabad,68333.33
95,2,True,True,False,Northern Janatabad,130000.0
97,2,True,True,True,Pardis,25666.67
136,3,True,True,True,Persian Gulf Martyrs Lake,143333.33
70,1,True,True,True,West Ferdows Boulevard,80000.0
85,2,True,True,True,Qazvin Imamzadeh Hassan,50233.33
105,2,True,True,True,Pardis,31666.67
50,1,True,False,True,North Program Organization,63333.33
57,1,True,True,True,Southern Program Organization,91666.67
95,2,True,True,True,West Ferdows Boulevard,110000.0
65,2,True,True,True,West Ferdows Boulevard,79333.33
100,2,False,True,False,Tehransar,66666.67
128,3,True,True,True,Kook,131666.67
93,2,True,True,True,Gheitarieh,200000.0
75,2,True,True,True,Qazvin Imamzadeh Hassan,42500.0
133,4,True,True,False,Jeyhoon,156666.67
100,2,True,True,True,Northern Janatabad,148333.33
140,3,True,True,True,Persian Gulf Martyrs Lake,160000.0
92,2,True,True,True,Central Janatabad,119000.0
120,2,True,True,False,Amirabad,150000.0
45,1,True,True,False,Jeyhoon,34333.33
130,2,True,True,False,Gheitarieh,229666.67
95,2,False,True,True,Nawab,72833.33
150,3,False,False,False,Gheitarieh,350000.0
72,2,True,True,True,Qazvin Imamzadeh Hassan,40200.0
60,1,True,True,True,Central Janatabad,111666.67
190,3,True,True,True,Dorous,400000.0
125,2,True,True,True,Shahrake Gharb,325000.0
90,2,True,True,True,North Program Organization,114000.0
105,2,True,True,True,Shahr-e-Ziba,136666.67
90,2,True,True,True,Shahran,95000.0
102,2,True,True,True,Southern Janatabad,186666.67
50,1,True,True,True,Ostad Moein,50000.0
66,2,True,True,False,Punak,75000.0
125,3,True,True,True,Yousef Abad,291666.67
132,3,True,True,True,Parand,68333.33
103,2,True,True,True,Central Janatabad,143333.33
270,5,True,True,False,Yousef Abad,450000.0
130,2,True,True,True,Shahran,139333.33
160,3,True,True,True,Amirabad,277333.33
110,2,True,True,True,Shahran,113666.67
75,2,True,True,True,Shahran,66000.0
75,2,True,True,True,Shahran,80000.0
85,2,True,True,True,Northern Suhrawardi,150000.0
130,3,True,True,True,Saadat Abad,283333.33
73,2,True,True,True,Qazvin Imamzadeh Hassan,55966.67
95,2,True,True,True,Saadat Abad,183333.33
250,4,True,True,False,Shahrake Gharb,1166666.67
65,2,True,True,True,Salsabil,58333.33
64,2,True,True,True,Azarbaijan,69666.67
94,2,True,True,True,Villa,137666.67
110,2,True,True,True,Pardis,12500.0
105,2,True,True,True,Pardis,18333.33
145,3,True,True,True,Heravi,300000.0
105,2,True,True,True,Pardis,29166.67
120,2,True,True,True,Farmanieh,400000.0
100,2,True,True,True,Hakimiyeh,103333.33
115,2,True,True,True,Water Organization,126666.67
100,2,False,True,True,Shahr-e-Ziba,110000.0
63,1,True,True,True,Ostad Moein,42666.67
55,1,False,False,False,West Ferdows Boulevard,63333.33
123,3,True,True,True,Nezamabad,110000.0
81,2,True,True,True,Qazvin Imamzadeh Hassan,47333.33
130,3,True,True,True,Jeyhoon,93333.33
108,2,True,True,True,Pasdaran,256666.67
135,3,True,True,True,Qasr-od-Dasht,98333.33
82,2,True,True,True,West Ferdows Boulevard,116666.67
120,2,True,True,True,Southern Program Organization,141666.67
303,3,True,True,True,Ajudaniye,1000000.0
200,3,True,True,True,Ozgol,600000.0
50,1,True,True,True,Shahran,61666.67
80,2,True,True,True,Shahran,118333.33
100,2,True,True,True,Pardis,36666.67
85,2,True,True,True,Shahran,79333.33
44,1,True,True,False,Shahran,46333.33
115,2,True,True,True,Tajrish,273333.33
75,2,True,True,True,North Program Organization,97666.67
65,1,True,True,True,Shahran,74000.0
106,2,True,True,True,Yousef Abad,190000.0
203,3,True,True,True,Zaferanieh,1200000.0
92,2,True,True,True,Shahr-e-Ziba,90000.0
62,1,True,True,True,Southern Program Organization,72333.33
92,2,True,True,True,Pasdaran,223333.33
85,2,True,True,True,Central Janatabad,105000.0
60,1,True,True,True,Saadat Abad,110000.0
100,2,True,True,True,East Ferdows Boulevard,113333.33
100,2,True,True,True,Northern Janatabad,170000.0
121,2,True,True,True,Garden of Saba,250000.0
63,1,True,True,True,Farmanieh,186666.67
98,2,True,True,True,West Ferdows Boulevard,146666.67
67,2,True,True,True,Pasdaran,116666.67
87,2,True,True,True,West Ferdows Boulevard,94333.33
115,3,True,True,True,Pasdaran,176666.67
49,1,False,False,True,Punak,76666.67
130,3,True,True,True,Yousef Abad,266666.67
144,3,True,True,False,Pasdaran,266666.67
53,1,True,True,True,Southern Janatabad,81000.0
88,2,True,True,True,Central Janatabad,113333.33
105,2,True,True,True,Southern Janatabad,130000.0
90,2,True,True,True,Qalandari,218666.67
75,2,True,True,True,Tarasht,71666.67
170,3,True,True,True,Niavaran,566666.67
204,3,True,True,True,Elahieh,1088000.0
95,2,True,True,True,Feiz Garden,120000.0
54,1,True,True,False,Andisheh,16666.67
98,2,True,True,True,Shahr-e-Ziba,107333.33
90,2,True,True,True,Feiz Garden,120000.0
97,2,True,True,True,Feiz Garden,126666.67
71,2,True,True,True,East Ferdows Boulevard,84333.33
150,3,True,True,True,Shahrake Gharb,400000.0
116,3,True,True,True,Pasdaran,270000.0
120,2,True,True,True,Saadat Abad,286666.67
79,2,True,True,True,West Ferdows Boulevard,80000.0
79,2,True,True,True,West Ferdows Boulevard,103333.33
135,2,True,True,True,Dorous,333333.33
110,2,True,True,True,West Ferdows Boulevard,131666.67
110,3,True,True,True,Shahr-e-Ziba,156666.67
87,2,True,True,True,West Ferdows Boulevard,126666.67
75,2,True,True,True,Punak,125000.0
108,2,True,True,True,West Ferdows Boulevard,131666.67
110,2,True,True,True,Central Janatabad,190000.0
100,2,True,True,True,Shahr-e-Ziba,170000.0
140,3,True,True,True,Shahrake Gharb,306666.67
72,2,True,True,False,Southern Janatabad,70433.33
73,2,True,True,False,Southern Janatabad,70266.67
145,3,True,True,True,Dezashib,410833.33
75,2,True,True,False,Northern Janatabad,79500.0
92,2,True,True,True,Yousef Abad,210000.0
80,2,True,True,True,Si Metri Ji,74000.0
127,2,True,True,True,Ekhtiarieh,296333.33
74,2,True,True,True,Yousef Abad,130666.67
105,3,True,True,True,Parand,42000.0
112,3,True,True,False,Parand,46666.67
120,2,True,True,True,Shahrake Gharb,250000.0
123,3,True,True,True,Pardis,16666.67
140,3,True,True,True,Shahrake Gharb,333333.33
63,1,True,True,True,Punak,116666.67
56,1,True,True,True,Punak,65000.0
105,2,True,True,True,Feiz Garden,145000.0
97,2,True,True,True,Yousef Abad,166666.67
140,3,True,True,True,Jordan,306666.67
60,2,True,True,False,Central Janatabad,55000.0
54,1,False,True,True,Punak,66666.67
90,2,True,True,True,Ekhtiarieh,200000.0
92,2,True,True,True,Feiz Garden,131666.67
65,2,False,True,False,Feiz Garden,63333.33
76,2,True,True,True,Andisheh,29866.67
72,2,True,True,True,Southern Janatabad,86666.67
135,3,True,True,True,Farmanieh,383333.33
87,2,True,True,True,Pardis,16666.67
255,3,True,True,True,Farmanieh,866666.67
100,2,True,True,False,Yousef Abad,143333.33
194,2,True,True,True,Niavaran,661500.0
600,2,True,True,True,Qalandari,305000.0
160,3,True,True,True,Saadat Abad,450000.0
98,2,True,True,True,Gheitarieh,231933.33
133,3,False,False,False,Andisheh,53333.33
108,2,True,True,True,West Ferdows Boulevard,187200.0
76,2,True,True,True,Shahr-e-Ziba,93333.33
73,2,True,True,True,Razi,41000.0
76,2,True,True,True,Southern Program Organization,105000.0
80,2,True,True,True,Southern Program Organization,122666.67
92,2,True,True,True,Gheitarieh,220000.0
130,2,True,True,True,Qalandari,283333.33
71,2,True,True,True,Azari,54666.67
56,1,True,True,True,Shahran,63333.33
105,2,True,True,True,Pardis,29666.67
93,2,True,True,True,Central Janatabad,145666.67
179,3,True,True,True,Pasdaran,321500.0
100,2,True,True,True,Gholhak,206666.67
110,3,True,True,True,Saadat Abad,173333.33
98,2,True,True,True,Northern Janatabad,161666.67
101,2,True,True,True,Saadat Abad,185000.0
105,2,True,True,True,Pardis,26666.67
157,3,True,True,True,Heravi,328333.33
90,2,True,True,True,Qazvin Imamzadeh Hassan,54000.0
97,2,True,True,True,Pardis,25333.33
120,3,True,True,True,Persian Gulf Martyrs Lake,42400.0
303,4,True,True,True,Velenjak,1600000.0
60,1,True,True,True,Yousef Abad,108333.33
245,5,True,True,True,Dezashib,483333.33
100,2,True,True,True,Pardis,26333.33
185,3,True,True,True,Pasdaran,358333.33
62,2,True,True,True,Central Janatabad,116666.67
79,2,True,True,True,Central Janatabad,99966.67
400,5,True,True,False,Mirdamad,1866666.67
200,3,True,True,True,Southern Chitgar,166666.67
105,2,True,True,True,Pardis,28666.67
128,3,True,True,True,Shahrake Apadana,190000.0
115,3,True,True,True,Punak,222333.33
377,4,True,True,True,Elahieh,1055600.0
77,2,True,True,False,Central Janatabad,80000.0
190,3,True,True,True,Punak,380000.0
130,3,True,True,True,Yousef Abad,260000.0
133,3,True,True,True,Dorous,286666.67
143,3,True,True,True,Northern Janatabad,146666.67
76,2,True,True,True,Central Janatabad,138333.33
155,3,True,True,True,West Ferdows Boulevard,166666.67
96,2,True,True,True,Ekbatan,140000.0
190,3,True,True,True,Gheitarieh,466666.67
147,3,True,True,True,Heravi,303333.33
85,2,True,True,True,East Ferdows Boulevard,93333.33
76,2,True,True,True,Ekbatan,120000.0
103,2,True,True,True,Niavaran,233333.33
194,3,True,True,True,Niavaran,661933.33
95,2,True,True,True,Saadat Abad,206666.67
79,2,False,True,False,Northern Janatabad,106666.67
83,2,True,True,True,Parand,23516.67
70,2,True,True,True,Southern Program Organization,83333.33
87,2,True,True,True,Niavaran,153333.33
87,2,False,True,True,Pardis,16666.67
84,3,True,True,True,Andisheh,51800.0
91,2,True,True,True,Tarasht,103333.33
145,2,True,True,True,Gheitarieh,400000.0
68,2,True,True,True,North Program Organization,81666.67
127,3,True,True,True,Garden of Saba,186266.67
68,1,True,True,True,Ekbatan,103333.33
105,2,True,True,True,Pardis,17966.67
89,2,True,True,True,Shahran,106333.33
82,2,True,True,True,Ostad Moein,86666.67
